h0 	 6] 	 651 	 Kbits/sec 10.0.0.2 57278
h0 	 7] 	 345 	 Kbits/sec 10.0.0.3 60857
h0 	 8] 	 234 	 Kbits/sec 10.0.0.4 56522
h0 	 9] 	 148 	 Kbits/sec 10.0.0.5 43465
h0 	 10] 	 139 	 Kbits/sec 10.0.0.6 49375
h0 	 11] 	 98.2 	 Kbits/sec 10.0.0.7 56106
