h0 	 7] 	 352 	 Kbits/sec 10.0.0.3 32792
h0 	 6] 	 568 	 Kbits/sec 10.0.0.2 57446
h0 	 8] 	 249 	 Kbits/sec 10.0.0.4 56690
h0 	 10] 	 147 	 Kbits/sec 10.0.0.6 49543
h0 	 9] 	 191 	 Kbits/sec 10.0.0.5 43633
