h2 	 7] 	 635 	 Kbits/sec 10.0.0.4 52080
h2 	 8] 	 390 	 Kbits/sec 10.0.0.1 52648
h2 	 6] 	 608 	 Kbits/sec 10.0.0.2 45103
h2 	 9] 	 346 	 Kbits/sec 10.0.0.5 45370
h2 	 10] 	 148 	 Kbits/sec 10.0.0.7 50711
h2 	 11] 	 243 	 Kbits/sec 10.0.0.6 42563
