h1 	 6] 	 587 	 Kbits/sec 10.0.0.1 58381
h1 	 7] 	 574 	 Kbits/sec 10.0.0.4 52290
h1 	 8] 	 641 	 Kbits/sec 10.0.0.5 47834
h1 	 11] 	 261 	 Kbits/sec 10.0.0.7 57346
h1 	 10] 	 250 	 Kbits/sec 10.0.0.6 55252
h1 	 9] 	 342 	 Kbits/sec 10.0.0.3 47772
