h3 	 8] 	 385 	 Kbits/sec 10.0.0.1 53946
h3 	 6] 	 618 	 Kbits/sec 10.0.0.2 44315
h3 	 9] 	 401 	 Kbits/sec 10.0.0.5 58218
h3 	 10] 	 239 	 Kbits/sec 10.0.0.3 46106
h3 	 7] 	 173 	 Kbits/sec 10.0.0.7 46158
