h1 	 8] 	 386 	 Kbits/sec 10.0.0.3 47814
h1 	 7] 	 605 	 Kbits/sec 10.0.0.5 47876
h1 	 11] 	 628 	 Kbits/sec 10.0.0.1 58423
h1 	 6] 	 630 	 Kbits/sec 10.0.0.4 52332
h1 	 9] 	 225 	 Kbits/sec 10.0.0.6 55294
h1 	 10] 	 267 	 Kbits/sec 10.0.0.7 57388
