h3 	 6] 	 611 	 Kbits/sec 10.0.0.3 58300
h3 	 7] 	 611 	 Kbits/sec 10.0.0.5 48682
h3 	 11] 	 246 	 Kbits/sec 10.0.0.7 60612
h3 	 9] 	 373 	 Kbits/sec 10.0.0.6 59190
h3 	 8] 	 376 	 Kbits/sec 10.0.0.2 48401
h3 	 10] 	 257 	 Kbits/sec 10.0.0.1 53308
