h2 	 6] 	 635 	 Kbits/sec 10.0.0.2 45159
h2 	 8] 	 372 	 Kbits/sec 10.0.0.1 52704
h2 	 7] 	 625 	 Kbits/sec 10.0.0.4 52136
h2 	 9] 	 366 	 Kbits/sec 10.0.0.5 45426
h2 	 10] 	 257 	 Kbits/sec 10.0.0.6 42619
h2 	 11] 	 171 	 Kbits/sec 10.0.0.7 50767
