h0 	 6] 	 613 	 Kbits/sec 10.0.0.2 46874
h0 	 8] 	 642 	 Kbits/sec 10.0.0.5 51729
h0 	 9] 	 582 	 Kbits/sec 10.0.0.7 44255
h0 	 7] 	 571 	 Kbits/sec 10.0.0.3 59929
h0 	 10] 	 582 	 Kbits/sec 10.0.0.4 47764
h0 	 11] 	 576 	 Kbits/sec 10.0.0.6 60448
